Rank,Final Taxonomy for Funguild,OTU ID ,taxonomy,Taxon,Taxon Level,Trophic Mode,Guild,Confidence Ranking,Growth Morphology,Trait,Notes,Citation/Source
431,"Fungi,Basidiomycota,Agaricomycetes,Agaricales",OTU764,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales,Agaricales,7,Pathotroph-Saprotroph-Symbiotroph,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph,Possible,Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast,NULL,"Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford"
432,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia_7847,unk",OTU559,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia_7847;unk,Curvularia,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
433,"Fungi,Ascomycota,Dothideomycetes,Dothideales",OTU598,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales,-,-,-,-,-,-,-,Unassigned,-
434,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormia_5169,unk",OTU2811,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Sporormia_5169;unk,Sporormia,13,Saprotroph,Dung Saprotroph,Highly Probable,NULL,NULL,NULL,"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Tedersoo L, et al. 2014. Science 346:1256688"
435,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae",OTU887,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae,Diatrypaceae,9,Pathotroph-Saprotroph,Plant Pathogen-Plant Saprotroph,Probable,Microfungus,NULL,Saprobes and (usually) weak parasites in wood and bark (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
436,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae",OTU2603,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae,Ceratobasidiaceae,9,Pathotroph-Saprotroph-Symbiotroph,Endomycorrhizal-Plant Pathogen-Undefined Saprotroph,Possible,Microfungus,NULL,"Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
437,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae",OTU3369,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae,Pezizaceae,9,Saprotroph-Symbiotroph,Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph,Possible,Pezizoid,NULL,"Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
438,"Fungi,Ascomycota,Dothideomycetes,Pleosporales",OTU856,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,-,-,-,-,-,-,-,Unassigned,-
439,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis_542894,unk",OTU386,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis_542894;unk,Funneliformis,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
440,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk",OTU3834,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium_953;unk,Chaetomium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph,Possible,Microfungus,Soft Rot,"Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Busby PE, et al. 2016. New Phytologist 209:1681-1692; David AS, et al. 2016. Microbial Ecology 71:912-926"
441,"Fungi,Ascomycota,Dothideomycetes,Pleosporales",OTU425,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,-,-,-,-,-,-,-,Unassigned,-
442,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk",OTU542,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium_953;unk,Chaetomium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph,Possible,Microfungus,Soft Rot,"Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Busby PE, et al. 2016. New Phytologist 209:1681-1692; David AS, et al. 2016. Microbial Ecology 71:912-926"
443,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium_9257,unk",OTU567,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium_9257;unk,Eurotiales,7,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL,NULL,"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
444,"Fungi,Ascomycota,dummy_class_Knufia",OTU554,k__Fungi;p__Ascomycota;c__dummy_class_Knufia,Knufia,13,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Soil Saprotroph-Undefined Saprotroph,Possible,Microfungus,NULL,"Species isolated from tumour-like stem and branch deformities of Populus tremuloides, bark of Populus, rocks, and clinical samples, with one species causes opportunistic skin infections in humans (Crous et al. 2013)","Li DM, et al. 2008. Studies in Mycology 61:131-136; Crous PW, et al. 2013. Persoonia 31:188-296; Irinyi L, et al. 2015. Medical Mycology 53:313-337"
445,"Fungi,Ascomycota,Pezizomycetes,Pezizales",OTU3127,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales,-,-,-,-,-,-,-,Unassigned,-
446,"Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus_11060,unk",OTU354,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus_11060;unk,Tremellales,7,Pathotroph-Saprotroph-Symbiotroph,Fungal Parasite-Undefined Saprotroph,Possible,Tremelloid-Yeast,NULL,"The order contains both teleomorphic and anamorphic species, most of the latter being yeasts","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
447,"Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia_8831,Malassezia_restricta_437921",OTU3536,k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia_8831;s__Malassezia_restricta_437921,Malassezia,13,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Probable,Facultative Yeast,NULL,A lipid-dependent fungus growing on the sebaceous areas of human skin that may cause or exacerbate several skin diseases (Pityrosporum is a synonym that has been used for the yeast forms),"Findley K, et al. 2013. Nature 498:367-370"
448,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae",OTU508,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
449,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae",OTU4255,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
450,"Fungi,Ascomycota,unk",OTU2493,k__Fungi;p__Ascomycota;unk,-,-,-,-,-,-,-,Unassigned,-
451,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus_542406,unk",OTU2355,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Claroideof__Glomeraceae;g__Claroideog__Glomus_542406;unk,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
452,"Fungi,Ascomycota,Sordariomycetes",OTU475,k__Fungi;p__Ascomycota;c__Sordariomycetes,-,-,-,-,-,-,-,Unassigned,-
453,"Fungi,Ascomycota,Dothideomycetes,Pleosporales",OTU624,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,-,-,-,-,-,-,-,Unassigned,-
454,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria_3951,unk",OTU343,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria_3951;unk,Phaeosphaeria,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
455,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales",OTU3685,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales,-,-,-,-,-,-,-,Unassigned,-
456,"Fungi,unk",OTU545,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,-,-,-,-,-,-,-,Unassigned,-
457,"Fungi,Ascomycota,unk",OTU108,k__Fungi;p__Ascomycota;unk,-,-,-,-,-,-,-,Unassigned,-
458,"Fungi,unk",OTU501,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,-,-,-,-,-,-,-,Unassigned,-
459,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk",OTU2306,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus_20244;unk,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
460,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus_542406,unk",OTU325,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Claroideof__Glomeraceae;g__Claroideog__Glomus_542406;unk,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
461,"Fungi,unk",OTU566,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,-,-,-,-,-,-,-,Unassigned,-
462,"Fungi,Ascomycota",OTU384,k__Fungi;p__Ascomycota,-,-,-,-,-,-,-,Unassigned,-
463,"Fungi,Ascomycota",OTU510,k__Fungi;p__Ascomycota,-,-,-,-,-,-,-,Unassigned,-
464,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Montagnulaceae",OTU652,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Montagnulaceae,Montagnulaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Undefined Saprotroph,Probable,Microfungus,NULL,"Species in this clade can be saprobic, plant pathogenic, or mycoparasitic (Zhang et al. 2009) ","Zhang Y, et al. 2009. Studies in Mycology 64:85-102 "
465,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk",OTU694,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus_20482;unk,Rhizophagus,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
466,"Fungi,Ascomycota,Dothideomycetes",OTU569,k__Fungi;p__Ascomycota;c__Dothideomycetes,-,-,-,-,-,-,-,Unassigned,-
467,"Fungi,Ascomycota,unk",OTU580,k__Fungi;p__Ascomycota;unk,-,-,-,-,-,-,-,Unassigned,-
468,"Fungi,Ascomycota,Dothideomycetes,Pleosporales",OTU539,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,-,-,-,-,-,-,-,Unassigned,-
469,"Fungi,unk",OTU582,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,-,-,-,-,-,-,-,Unassigned,-
470,"Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Microascus_3153,unk",OTU506,k__Fungi;p__Ascomycota;c__Sordariomycetes;0__Microascales;f__Microascaceae;g__Microascus_3153;unk,Microascaceae,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Plant Pathogen-Undefined Saprotroph,Possible,Microfungus,NULL,"Saprobic in soil or rotting vegetation, some species heat-tolerant and associatated with silage and compost, a few associated with humans and animals (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
471,"Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae",OTU521,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;Cf__orticiaceae,-,-,-,-,-,-,-,Unassigned,-
472,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk",OTU677,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus_20482;unk,Rhizophagus,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
473,"Fungi,unk",OTU781,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,-,-,-,-,-,-,-,Unassigned,-
474,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae",OTU534,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae,Agaricaceae,9,Saprotroph,Undefined Saprotroph,Probable,Agaricoid-Gasteroid-Secotioid,NULL,Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
475,"Fungi,Ascomycota,Sordariomycetes,Xylariales",OTU557,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales,-,-,-,-,-,-,-,Unassigned,-
476,"Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys_7217,unk",OTU540,k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Arthrobotrys_7217;unk,Arthrobotrys,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
477,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria_2800,unk",OTU1394,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Leptosphaeria_2800;unk,Leptosphaeria,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
478,"Fungi,Ascomycota,Dothideomycetes,Pleosporales",OTU536,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,-,-,-,-,-,-,-,Unassigned,-
479,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis_542894,unk",OTU490,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis_542894;unk,Funneliformis,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
480,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae",OTU529,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Tulasnellaceae,Tulasnellaceae,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Corticioid,NULL,"Typically found on decaying wood and other rotting vegetation, presumably saprobic in nutrition. Many anamorphic taxa have mycorrhizal associations with orchids. The linkages between teleomorph and anamorph need further study; some Epulorhiza species have associations with the Sebacinaceae rather than Tulasnellaceae (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
481,"Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae",OTU546,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae,-,-,-,-,-,-,-,Unassigned,-
482,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae",OTU757,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae,Agaricaceae,9,Saprotroph,Undefined Saprotroph,Probable,Agaricoid-Gasteroid-Secotioid,NULL,Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
483,"Fungi,Ascomycota,Dothideomycetes",OTU575,k__Fungi;p__Ascomycota;c__Dothideomycetes,-,-,-,-,-,-,-,Unassigned,-
484,"Fungi,Ascomycota,Eurotiomycetes,Onygenales",OTU620,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales,-,-,-,-,-,-,-,Unassigned,-
485,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae",OTU571,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae,Hypocreales,7,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL,NULL,"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
486,"Fungi,Ascomycota,Sordariomycetes",OTU878,k__Fungi;p__Ascomycota;c__Sordariomycetes,-,-,-,-,-,-,-,Unassigned,-
487,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae",OTU292,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae,Lasiosphaeriaceae,9,Saprotroph,Undefined Saprotroph,Probable,Microfungus,NULL,"Saprobes found dung, soil and rotting vegetation (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
488,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk",OTU3880,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus_20244;unk,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
489,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium_17260,unk",OTU457,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium_17260;unk,Ceratobasidiaceae,9,Pathotroph-Saprotroph-Symbiotroph,Endomycorrhizal-Plant Pathogen-Undefined Saprotroph,Possible,Microfungus,NULL,"Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
490,"Fungi,Ascomycota,Dothideomycetes,Pleosporales",OTU531,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,-,-,-,-,-,-,-,Unassigned,-
491,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk",OTU550,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus_20482;unk,Rhizophagus,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
492,"Fungi,Ascomycota,dummy_class_Chaetospermum,dummy_order_Chaetospermum,dummy_family_Chaetospermum,Chaetospermum_7593,unk",OTU544,k__Fungi;p__Ascomycota;c__dummy_class_Chaetospermum;o__dummy_order_Chaetospermum;f__dummy_family_Chaetospermum;g__Chaetospermum_7593;unk,Chaetospermum,13,Saprotroph,Undefined Saprotroph,Probable,Microfungus,NULL,NULL,"Tangthirasunun N, et al. 2014. Phytotaxa 175:061-072 (http://doi.org/10.11646/phytotaxa.175.2.1)"
493,"Fungi,Ascomycota,unk",OTU2949,k__Fungi;p__Ascomycota;unk,-,-,-,-,-,-,-,Unassigned,-
494,"Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Rhizochaete_28826,unk",OTU581,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Rhizochaete_28826;unk,Rhizochaete,13,Saprotroph,Undefined Saprotroph,Probable,Corticioid,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
495,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk",OTU664,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia_4363;unk,Sporormiaceae,9,Saprotroph,Dung Saprotroph-Plant Saprotroph,Probable,Microfungus,NULL,"Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
496,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus_17332,unk",OTU660,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Clitopilus_17332;unk,Clitopilus,13,Saprotroph,Undefined Saprotroph,Probable,Agaricoid,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
497,"Fungi,Ascomycota,unk",OTU590,k__Fungi;p__Ascomycota;unk,-,-,-,-,-,-,-,Unassigned,-
498,"Fungi,Ascomycota,Dothideomycetes,Pleosporales",OTU727,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,-,-,-,-,-,-,-,Unassigned,-
499,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk",OTU3159,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus_20482;unk,Rhizophagus,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
500,"Fungi,unk",OTU428,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,-,-,-,-,-,-,-,Unassigned,-
,,OTU001,,,,,,,,,,
